pollster,state,party,hypothetical,end_date,duration,numeric_grade,pollscore,transparency_score,candidate_name,pct
Navigator,Pennsylvania,IND,TRUE,2024-08-08,8,1.3,0.3,4.5,Robert F. Kennedy,5
Navigator,Pennsylvania,GRE,TRUE,2024-08-08,8,1.3,0.3,4.5,Jill Stein,1
Navigator,Pennsylvania,IND,TRUE,2024-08-08,8,1.3,0.3,4.5,Cornel West,1
Navigator,Pennsylvania,LIB,TRUE,2024-08-08,8,1.3,0.3,4.5,Chase Oliver,1
Navigator,Pennsylvania,DEM,FALSE,2024-08-08,8,1.3,0.3,4.5,Kamala Harris,46
Navigator,Pennsylvania,REP,FALSE,2024-08-08,8,1.3,0.3,4.5,Donald Trump,48
Navigator,Wisconsin,DEM,TRUE,2024-08-08,8,1.3,0.3,4.5,Kamala Harris,45
Navigator,Wisconsin,REP,TRUE,2024-08-08,8,1.3,0.3,4.5,Donald Trump,45
Navigator,Wisconsin,IND,TRUE,2024-08-08,8,1.3,0.3,4.5,Robert F. Kennedy,5
Navigator,Wisconsin,GRE,TRUE,2024-08-08,8,1.3,0.3,4.5,Jill Stein,1
Navigator,Wisconsin,IND,TRUE,2024-08-08,8,1.3,0.3,4.5,Cornel West,1
Navigator,Wisconsin,LIB,TRUE,2024-08-08,8,1.3,0.3,4.5,Chase Oliver,1
Navigator,Wisconsin,DEM,FALSE,2024-08-08,8,1.3,0.3,4.5,Kamala Harris,48
Navigator,Wisconsin,REP,FALSE,2024-08-08,8,1.3,0.3,4.5,Donald Trump,48
Redfield & Wilton Strategies,National,DEM,TRUE,2024-08-07,0,1.8,0.4,9,Kamala Harris,47
Redfield & Wilton Strategies,National,REP,TRUE,2024-08-07,0,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,National,IND,TRUE,2024-08-07,0,1.8,0.4,9,Robert F. Kennedy,4
Redfield & Wilton Strategies,National,LIB,TRUE,2024-08-07,0,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,National,GRE,TRUE,2024-08-07,0,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Arizona,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,44
Redfield & Wilton Strategies,Arizona,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,43
Redfield & Wilton Strategies,Arizona,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,4
Redfield & Wilton Strategies,Arizona,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Arizona,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Florida,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,41
Redfield & Wilton Strategies,Florida,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,47
Redfield & Wilton Strategies,Florida,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Florida,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Florida,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Georgia,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,44
Redfield & Wilton Strategies,Georgia,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,46
Redfield & Wilton Strategies,Georgia,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,3
Redfield & Wilton Strategies,Georgia,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Georgia,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Michigan,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,41
Redfield & Wilton Strategies,Michigan,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,42
Redfield & Wilton Strategies,Michigan,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Michigan,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Michigan,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Minnesota,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,46
Redfield & Wilton Strategies,Minnesota,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,41
Redfield & Wilton Strategies,Minnesota,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,3
Redfield & Wilton Strategies,Minnesota,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Minnesota,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Nevada,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,40
Redfield & Wilton Strategies,Nevada,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,40
Redfield & Wilton Strategies,Nevada,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Nevada,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Nevada,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,New Mexico,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,44
Redfield & Wilton Strategies,New Mexico,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,37
Redfield & Wilton Strategies,New Mexico,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,8
Redfield & Wilton Strategies,New Mexico,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,New Mexico,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,North Carolina,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,41
Redfield & Wilton Strategies,North Carolina,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,North Carolina,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,4
Redfield & Wilton Strategies,North Carolina,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,North Carolina,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Pennsylvania,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,44
Redfield & Wilton Strategies,Pennsylvania,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,46
Redfield & Wilton Strategies,Pennsylvania,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,3
Redfield & Wilton Strategies,Pennsylvania,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Pennsylvania,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Wisconsin,DEM,TRUE,2024-08-03,3,1.8,0.4,9,Kamala Harris,43
Redfield & Wilton Strategies,Wisconsin,REP,TRUE,2024-08-03,3,1.8,0.4,9,Donald Trump,43
Redfield & Wilton Strategies,Wisconsin,IND,TRUE,2024-08-03,3,1.8,0.4,9,Robert F. Kennedy,3
Redfield & Wilton Strategies,Wisconsin,LIB,TRUE,2024-08-03,3,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Wisconsin,GRE,TRUE,2024-08-03,3,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,National,DEM,TRUE,2024-07-29,0,1.8,0.4,9,Kamala Harris,45
Redfield & Wilton Strategies,National,REP,TRUE,2024-07-29,0,1.8,0.4,9,Donald Trump,43
Redfield & Wilton Strategies,National,IND,TRUE,2024-07-29,0,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,National,LIB,TRUE,2024-07-29,0,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,National,GRE,TRUE,2024-07-29,0,1.8,0.4,9,Jill Stein,0
McLaughlin,National,DEM,FALSE,2024-07-29,6,0.5,1.6,4,Kamala Harris,45
McLaughlin,National,REP,FALSE,2024-07-29,6,0.5,1.6,4,Donald Trump,47
McLaughlin,National,DEM,TRUE,2024-07-29,6,0.5,1.6,4,Kamala Harris,41
McLaughlin,National,REP,TRUE,2024-07-29,6,0.5,1.6,4,Donald Trump,42
McLaughlin,National,IND,TRUE,2024-07-29,6,0.5,1.6,4,Robert F. Kennedy,8
McLaughlin,National,IND,TRUE,2024-07-29,6,0.5,1.6,4,Cornel West,1
McLaughlin,National,GRE,TRUE,2024-07-29,6,0.5,1.6,4,Jill Stein,1
McLaughlin,National,LIB,TRUE,2024-07-29,6,0.5,1.6,4,Chase Oliver,1
Public Opinion Strategies,Arizona,DEM,FALSE,2024-07-29,6,1.6,0.3,3,Kamala Harris,43
Public Opinion Strategies,Arizona,REP,FALSE,2024-07-29,6,1.6,0.3,3,Donald Trump,48
Public Opinion Strategies,Michigan,DEM,FALSE,2024-07-29,6,1.6,0.3,3,Kamala Harris,45
Public Opinion Strategies,Michigan,REP,FALSE,2024-07-29,6,1.6,0.3,3,Donald Trump,45
Public Opinion Strategies,Nevada,DEM,FALSE,2024-07-29,6,1.6,0.3,3,Kamala Harris,45
Public Opinion Strategies,Nevada,REP,FALSE,2024-07-29,6,1.6,0.3,3,Donald Trump,46
Public Opinion Strategies,Pennsylvania,DEM,FALSE,2024-07-29,6,1.6,0.3,3,Kamala Harris,48
Public Opinion Strategies,Pennsylvania,REP,FALSE,2024-07-29,6,1.6,0.3,3,Donald Trump,45
Public Opinion Strategies,Wisconsin,DEM,FALSE,2024-07-29,6,1.6,0.3,3,Kamala Harris,48
Public Opinion Strategies,Wisconsin,REP,FALSE,2024-07-29,6,1.6,0.3,3,Donald Trump,46
Big Data Poll,National,DEM,FALSE,2024-07-28,2,1.1,0.2,7,Kamala Harris,49.4
Big Data Poll,National,REP,FALSE,2024-07-28,2,1.1,0.2,7,Donald Trump,50.6
Big Data Poll,National,DEM,FALSE,2024-07-28,2,1.1,0.2,7,Kamala Harris,49.5
Big Data Poll,National,REP,FALSE,2024-07-28,2,1.1,0.2,7,Donald Trump,50.5
Big Data Poll,National,DEM,FALSE,2024-07-28,2,1.1,0.2,7,Kamala Harris,46.2
Big Data Poll,National,REP,FALSE,2024-07-28,2,1.1,0.2,7,Donald Trump,47.2
Big Data Poll,National,DEM,FALSE,2024-07-28,2,1.1,0.2,7,Kamala Harris,47.2
Big Data Poll,National,REP,FALSE,2024-07-28,2,1.1,0.2,7,Donald Trump,47.9
Big Data Poll,National,DEM,TRUE,2024-07-28,2,1.1,0.2,7,Kamala Harris,44.8
Big Data Poll,National,REP,TRUE,2024-07-28,2,1.1,0.2,7,Donald Trump,45.6
Big Data Poll,National,IND,TRUE,2024-07-28,2,1.1,0.2,7,Robert F. Kennedy,5.9
Big Data Poll,National,DEM,TRUE,2024-07-28,2,1.1,0.2,7,Kamala Harris,45.8
Big Data Poll,National,REP,TRUE,2024-07-28,2,1.1,0.2,7,Donald Trump,46.4
Big Data Poll,National,IND,TRUE,2024-07-28,2,1.1,0.2,7,Robert F. Kennedy,5.5
Big Data Poll,National,DEM,TRUE,2024-07-28,2,1.1,0.2,7,Kamala Harris,43
Big Data Poll,National,REP,TRUE,2024-07-28,2,1.1,0.2,7,Donald Trump,43.8
Big Data Poll,National,IND,TRUE,2024-07-28,2,1.1,0.2,7,Robert F. Kennedy,5.8
Big Data Poll,National,LIB,TRUE,2024-07-28,2,1.1,0.2,7,Chase Oliver,1.1
Big Data Poll,National,IND,TRUE,2024-07-28,2,1.1,0.2,7,Cornel West,1.2
Big Data Poll,National,GRE,TRUE,2024-07-28,2,1.1,0.2,7,Jill Stein,0.8
Big Data Poll,National,DEM,TRUE,2024-07-28,2,1.1,0.2,7,Kamala Harris,44.2
Big Data Poll,National,REP,TRUE,2024-07-28,2,1.1,0.2,7,Donald Trump,44.7
Big Data Poll,National,IND,TRUE,2024-07-28,2,1.1,0.2,7,Robert F. Kennedy,5.5
Big Data Poll,National,LIB,TRUE,2024-07-28,2,1.1,0.2,7,Chase Oliver,1
Big Data Poll,National,IND,TRUE,2024-07-28,2,1.1,0.2,7,Cornel West,1.2
Big Data Poll,National,GRE,TRUE,2024-07-28,2,1.1,0.2,7,Jill Stein,0.8
Hoffman Research,Oregon,DEM,FALSE,2024-07-26,2,1.7,0.1,5,Kamala Harris,49
Hoffman Research,Oregon,REP,FALSE,2024-07-26,2,1.7,0.1,5,Donald Trump,44
Hoffman Research,Oregon,DEM,TRUE,2024-07-26,2,1.7,0.1,5,Kamala Harris,45
Hoffman Research,Oregon,REP,TRUE,2024-07-26,2,1.7,0.1,5,Donald Trump,40
Hoffman Research,Oregon,IND,TRUE,2024-07-26,2,1.7,0.1,5,Robert F. Kennedy,7
Hoffman Research,Oregon,GRE,TRUE,2024-07-26,2,1.7,0.1,5,Jill Stein,1
McLaughlin,National,DEM,TRUE,2024-07-25,9,0.5,1.6,4,Joe Biden,37.7
McLaughlin,National,REP,TRUE,2024-07-25,9,0.5,1.6,4,Donald Trump,42.1
McLaughlin,National,IND,TRUE,2024-07-25,9,0.5,1.6,4,Robert F. Kennedy,7.6
McLaughlin,National,GRE,TRUE,2024-07-25,9,0.5,1.6,4,Jill Stein,2.1
McLaughlin,National,LIB,TRUE,2024-07-25,9,0.5,1.6,4,Chase Oliver,2.1
Big Village,National,DEM,TRUE,2024-07-24,2,1.2,1.7,9,Kamala Harris,37.6
Big Village,National,REP,TRUE,2024-07-24,2,1.2,1.7,9,Donald Trump,38.2
Big Village,National,IND,TRUE,2024-07-24,2,1.2,1.7,9,Robert F. Kennedy,6.7
Big Village,National,IND,TRUE,2024-07-24,2,1.2,1.7,9,Cornel West,1.2
Big Village,National,GRE,TRUE,2024-07-24,2,1.2,1.7,9,Jill Stein,1.4
Big Village,National,DEM,TRUE,2024-07-24,2,1.2,1.7,9,Kamala Harris,40.5
Big Village,National,REP,TRUE,2024-07-24,2,1.2,1.7,9,Donald Trump,41.6
Big Village,National,IND,TRUE,2024-07-24,2,1.2,1.7,9,Robert F. Kennedy,7
Big Village,National,IND,TRUE,2024-07-24,2,1.2,1.7,9,Cornel West,1.2
Big Village,National,GRE,TRUE,2024-07-24,2,1.2,1.7,9,Jill Stein,1.5
Big Village,National,DEM,TRUE,2024-07-24,2,1.2,1.7,9,Kamala Harris,42.7
Big Village,National,REP,TRUE,2024-07-24,2,1.2,1.7,9,Donald Trump,44.3
Big Village,National,IND,TRUE,2024-07-24,2,1.2,1.7,9,Robert F. Kennedy,5.6
Big Village,National,IND,TRUE,2024-07-24,2,1.2,1.7,9,Cornel West,1.1
Big Village,National,GRE,TRUE,2024-07-24,2,1.2,1.7,9,Jill Stein,1.4
Change Research,National,DEM,FALSE,2024-07-24,2,1.4,0.6,5,Kamala Harris,46
Change Research,National,REP,FALSE,2024-07-24,2,1.4,0.6,5,Donald Trump,46
SurveyMonkey,National,DEM,TRUE,2024-07-24,2,2,0.2,9,Kamala Harris,38
SurveyMonkey,National,REP,TRUE,2024-07-24,2,2,0.2,9,Donald Trump,39
SurveyMonkey,National,IND,TRUE,2024-07-24,2,2,0.2,9,Robert F. Kennedy,6
SurveyMonkey,National,IND,TRUE,2024-07-24,2,2,0.2,9,Cornel West,1
SurveyMonkey,National,GRE,TRUE,2024-07-24,2,2,0.2,9,Jill Stein,1
Redfield & Wilton Strategies,Nevada,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,43
Redfield & Wilton Strategies,Nevada,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,45
Redfield & Wilton Strategies,Nevada,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Nevada,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Nevada,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Pennsylvania,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,42
Redfield & Wilton Strategies,Pennsylvania,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,46
Redfield & Wilton Strategies,Pennsylvania,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Pennsylvania,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Pennsylvania,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,North Carolina,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,43
Redfield & Wilton Strategies,North Carolina,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,46
Redfield & Wilton Strategies,North Carolina,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,4
Redfield & Wilton Strategies,North Carolina,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,North Carolina,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Arizona,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,43
Redfield & Wilton Strategies,Arizona,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,46
Redfield & Wilton Strategies,Arizona,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,4
Redfield & Wilton Strategies,Arizona,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Arizona,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Florida,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,39
Redfield & Wilton Strategies,Florida,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,47
Redfield & Wilton Strategies,Florida,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Florida,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Florida,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Georgia,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,42
Redfield & Wilton Strategies,Georgia,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,47
Redfield & Wilton Strategies,Georgia,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,3
Redfield & Wilton Strategies,Georgia,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Georgia,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Michigan,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,41
Redfield & Wilton Strategies,Michigan,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Michigan,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,7
Redfield & Wilton Strategies,Michigan,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Michigan,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Minnesota,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,44
Redfield & Wilton Strategies,Minnesota,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,41
Redfield & Wilton Strategies,Minnesota,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,6
Redfield & Wilton Strategies,Minnesota,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Minnesota,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Wisconsin,DEM,TRUE,2024-07-24,2,1.8,0.4,9,Kamala Harris,44
Redfield & Wilton Strategies,Wisconsin,REP,TRUE,2024-07-24,2,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Wisconsin,IND,TRUE,2024-07-24,2,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Wisconsin,LIB,TRUE,2024-07-24,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Wisconsin,GRE,TRUE,2024-07-24,2,1.8,0.4,9,Jill Stein,1
Targoz Market Research,Florida,DEM,TRUE,2024-07-24,5,1.8,0.1,7,Joe Biden,35
Targoz Market Research,Florida,REP,TRUE,2024-07-24,5,1.8,0.1,7,Donald Trump,47
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Robert F. Kennedy,6
Targoz Market Research,Florida,LIB,TRUE,2024-07-24,5,1.8,0.1,7,Chase Oliver,1
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Cornel West,0
Targoz Market Research,Florida,GRE,TRUE,2024-07-24,5,1.8,0.1,7,Jill Stein,1
Targoz Market Research,Florida,DEM,TRUE,2024-07-24,5,1.8,0.1,7,Joe Biden,39
Targoz Market Research,Florida,REP,TRUE,2024-07-24,5,1.8,0.1,7,Donald Trump,46
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Robert F. Kennedy,5
Targoz Market Research,Florida,LIB,TRUE,2024-07-24,5,1.8,0.1,7,Chase Oliver,1
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Cornel West,0
Targoz Market Research,Florida,GRE,TRUE,2024-07-24,5,1.8,0.1,7,Jill Stein,1
Targoz Market Research,Florida,DEM,TRUE,2024-07-24,5,1.8,0.1,7,Kamala Harris,39
Targoz Market Research,Florida,REP,TRUE,2024-07-24,5,1.8,0.1,7,Donald Trump,46
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Robert F. Kennedy,5
Targoz Market Research,Florida,LIB,TRUE,2024-07-24,5,1.8,0.1,7,Chase Oliver,1
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Cornel West,1
Targoz Market Research,Florida,GRE,TRUE,2024-07-24,5,1.8,0.1,7,Jill Stein,0
Targoz Market Research,Florida,DEM,TRUE,2024-07-24,5,1.8,0.1,7,Kamala Harris,42
Targoz Market Research,Florida,REP,TRUE,2024-07-24,5,1.8,0.1,7,Donald Trump,47
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Robert F. Kennedy,4
Targoz Market Research,Florida,LIB,TRUE,2024-07-24,5,1.8,0.1,7,Chase Oliver,1
Targoz Market Research,Florida,IND,TRUE,2024-07-24,5,1.8,0.1,7,Cornel West,0
Targoz Market Research,Florida,GRE,TRUE,2024-07-24,5,1.8,0.1,7,Jill Stein,0
North Star Opinion Research,Pennsylvania,DEM,TRUE,2024-07-23,3,1.1,0.3,3,Joe Biden,39
North Star Opinion Research,Pennsylvania,REP,TRUE,2024-07-23,3,1.1,0.3,3,Donald Trump,48
North Star Opinion Research,Pennsylvania,DEM,TRUE,2024-07-23,3,1.1,0.3,3,Joe Biden,35
North Star Opinion Research,Pennsylvania,REP,TRUE,2024-07-23,3,1.1,0.3,3,Donald Trump,42
North Star Opinion Research,Pennsylvania,IND,TRUE,2024-07-23,3,1.1,0.3,3,Robert F. Kennedy,10
North Star Opinion Research,Pennsylvania,LIB,TRUE,2024-07-23,3,1.1,0.3,3,Chase Oliver,2
North Star Opinion Research,Pennsylvania,GRE,TRUE,2024-07-23,3,1.1,0.3,3,Jill Stein,2
North Star Opinion Research,Pennsylvania,DEM,FALSE,2024-07-23,3,1.1,0.3,3,Kamala Harris,45
North Star Opinion Research,Pennsylvania,REP,FALSE,2024-07-23,3,1.1,0.3,3,Donald Trump,47
Redfield & Wilton Strategies,Nevada,DEM,TRUE,2024-07-18,2,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,Nevada,REP,TRUE,2024-07-18,2,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Nevada,IND,TRUE,2024-07-18,2,1.8,0.4,9,Robert F. Kennedy,7
Redfield & Wilton Strategies,Nevada,LIB,TRUE,2024-07-18,2,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Nevada,GRE,TRUE,2024-07-18,2,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Pennsylvania,DEM,TRUE,2024-07-18,2,1.8,0.4,9,Joe Biden,41
Redfield & Wilton Strategies,Pennsylvania,REP,TRUE,2024-07-18,2,1.8,0.4,9,Donald Trump,45
Redfield & Wilton Strategies,Pennsylvania,IND,TRUE,2024-07-18,2,1.8,0.4,9,Robert F. Kennedy,4
Redfield & Wilton Strategies,Pennsylvania,LIB,TRUE,2024-07-18,2,1.8,0.4,9,Chase Oliver,0
Redfield & Wilton Strategies,Pennsylvania,GRE,TRUE,2024-07-18,2,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,North Carolina,DEM,TRUE,2024-07-18,2,1.8,0.4,9,Joe Biden,39
Redfield & Wilton Strategies,North Carolina,REP,TRUE,2024-07-18,2,1.8,0.4,9,Donald Trump,45
Redfield & Wilton Strategies,North Carolina,IND,TRUE,2024-07-18,2,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,North Carolina,LIB,TRUE,2024-07-18,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,North Carolina,GRE,TRUE,2024-07-18,2,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Arizona,DEM,TRUE,2024-07-18,2,1.8,0.4,9,Joe Biden,40
Redfield & Wilton Strategies,Arizona,REP,TRUE,2024-07-18,2,1.8,0.4,9,Donald Trump,44
Redfield & Wilton Strategies,Arizona,IND,TRUE,2024-07-18,2,1.8,0.4,9,Robert F. Kennedy,7
Redfield & Wilton Strategies,Arizona,LIB,TRUE,2024-07-18,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Arizona,GRE,TRUE,2024-07-18,2,1.8,0.4,9,Jill Stein,1
Redfield & Wilton Strategies,Florida,DEM,TRUE,2024-07-18,2,1.8,0.4,9,Joe Biden,39
Redfield & Wilton Strategies,Florida,REP,TRUE,2024-07-18,2,1.8,0.4,9,Donald Trump,46
Redfield & Wilton Strategies,Florida,IND,TRUE,2024-07-18,2,1.8,0.4,9,Robert F. Kennedy,6
Redfield & Wilton Strategies,Florida,LIB,TRUE,2024-07-18,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Florida,GRE,TRUE,2024-07-18,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Georgia,DEM,TRUE,2024-07-18,2,1.8,0.4,9,Joe Biden,40
Redfield & Wilton Strategies,Georgia,REP,TRUE,2024-07-18,2,1.8,0.4,9,Donald Trump,45
Redfield & Wilton Strategies,Georgia,IND,TRUE,2024-07-18,2,1.8,0.4,9,Robert F. Kennedy,5
Redfield & Wilton Strategies,Georgia,LIB,TRUE,2024-07-18,2,1.8,0.4,9,Chase Oliver,1
Redfield & Wilton Strategies,Georgia,GRE,TRUE,2024-07-18,2,1.8,0.4,9,Jill Stein,0
Redfield & Wilton Strategies,Michigan,DEM,TRUE,2024-07-18,2,1.8,0.4,9,Joe Biden,41
